copom_date,delta_selic,ticker,return_30d,year,ticker_clean,sector,industry,longName,shortName,avg_volatility_20d,max_drawdown_pct,avg_volume,total_return_pct
2018-03-22,-0.25,PETR4.SA,2.8045897685372134,2018,PETR4,Energy,Oil & Gas Integrated,Petróleo Brasileiro S.A. - Petrobras,PETROBRAS   PN  EX  N2,48.6754,-46.9551,66845516.0,42.9595
2018-03-22,-0.25,POMO4.SA,6.0367849332029655,2018,POMO4,Industrials,Farm & Heavy Construction Machinery,Marcopolo S.A.,MARCOPOLO   PN      N2,37.8774,-32.7473,3806746.0,6.9678
2018-03-22,-0.25,PRIO3.SA,-4.145194069201263,2018,PRIO3,Energy,Oil & Gas E&P,Prio S.A.,PRIO        ON      NM,60.0821,-50.2053,4582642.0,16.0913
2018-03-22,-0.25,PSSA3.SA,-6.923756882694542,2018,PSSA3,Financial Services,Insurance - Diversified,Porto Seguro S.A.,PORTO SEGUROON      NM,32.2711,-19.4936,1328397.0,53.5316
2018-03-22,-0.25,RADL3.SA,-9.218147947999789,2018,RADL3,Healthcare,Pharmaceutical Retailers,Raia Drogasil S.A.,RAIADROGASILON      NM,31.0692,-36.2333,6793999.0,-36.2333
2018-03-22,-0.25,RAIL3.SA,9.418056500171335,2018,RAIL3,Industrials,Railroads,Rumo S.A.,RUMO S.A.   ON      NM,35.8511,-15.7047,7161177.0,30.8699
2018-03-22,-0.25,RENT3.SA,5.561914300675541,2018,RENT3,Industrials,Rental & Leasing Services,Localiza Rent a Car S.A.,LOCALIZA    ON      NM,39.8762,-29.4503,4760789.0,32.104
2018-03-22,-0.25,SANB11.SA,5.271468009880365,2018,SANB11,Financial Services,Banks - Regional,Banco Santander (Brasil) S.A.,SANTANDER BRUNT,33.9534,-28.3129,1818678.0,38.5674
2018-03-22,-0.25,SBSP3.SA,-9.786896355489871,2018,SBSP3,Utilities,Utilities - Regulated Water,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,SABESP      ON      NM,32.4992,-40.2108,8797094.0,-6.2554
2018-03-22,-0.25,SLCE3.SA,12.207058153734508,2018,SLCE3,Consumer Defensive,Farm Products,SLC Agrícola S.A.,SLC AGRICOLAON      NM,46.6519,-37.9388,2952848.0,58.9785
2018-03-22,-0.25,SUZB3.SA,13.377531402092258,2018,SUZB3,Basic Materials,Paper & Paper Products,Suzano S.A.,SUZANO S.A. ON      NM,47.6796,-37.1555,5117154.0,103.6396
2018-03-22,-0.25,TAEE11.SA,1.2452413686269148,2018,TAEE11,Utilities,Utilities - Regulated Electric,Transmissora Aliança de Energia Elétrica S.A.,TAESA       UNT     N2,21.9758,-12.4749,1864588.0,25.4202
